Sample,Family ID,Population,Population Description
HG03672,ST008,STU,Sri Lankan Tamil in the UK
HG03673,ST010,STU,Sri Lankan Tamil in the UK
HG03679,ST006,STU,Sri Lankan Tamil in the UK
HG03680,ST009,STU,Sri Lankan Tamil in the UK
HG03681,ST011,STU,Sri Lankan Tamil in the UK
HG03682,ST012,STU,Sri Lankan Tamil in the UK
HG03683,ST012,STU,Sri Lankan Tamil in the UK
HG03684,ST012,STU,Sri Lankan Tamil in the UK
HG03685,ST013,STU,Sri Lankan Tamil in the UK
HG03686,ST014,STU,Sri Lankan Tamil in the UK
HG03687,ST015,STU,Sri Lankan Tamil in the UK
HG03688,ST016,STU,Sri Lankan Tamil in the UK
HG03689,ST017,STU,Sri Lankan Tamil in the UK
HG03690,ST018,STU,Sri Lankan Tamil in the UK
HG03691,ST019,STU,Sri Lankan Tamil in the UK
HG03692,ST020,STU,Sri Lankan Tamil in the UK
HG03693,ST021,STU,Sri Lankan Tamil in the UK
HG03694,ST022,STU,Sri Lankan Tamil in the UK
HG03695,ST023,STU,Sri Lankan Tamil in the UK
HG03696,ST024,STU,Sri Lankan Tamil in the UK
HG03697,ST025,STU,Sri Lankan Tamil in the UK
HG03698,ST026,STU,Sri Lankan Tamil in the UK
HG03699,PK59,PJL,"Punjabi in Lahore,Pakistan"
HG03700,PK59,PJL,"Punjabi in Lahore,Pakistan"
HG03701,PK59,PJL,"Punjabi in Lahore,Pakistan"
HG03702,PK60,PJL,"Punjabi in Lahore,Pakistan"
HG03703,PK60,PJL,"Punjabi in Lahore,Pakistan"
HG03704,PK60,PJL,"Punjabi in Lahore,Pakistan"
HG03705,PK61,PJL,"Punjabi in Lahore,Pakistan"
HG03706,PK61,PJL,"Punjabi in Lahore,Pakistan"
HG03707,PK61,PJL,"Punjabi in Lahore,Pakistan"
HG03708,PK62,PJL,"Punjabi in Lahore,Pakistan"
HG03709,PK62,PJL,"Punjabi in Lahore,Pakistan"
HG03710,PK62,PJL,"Punjabi in Lahore,Pakistan"
HG03711,ST027,STU,Sri Lankan Tamil in the UK
HG03713,IT001,ITU,Indian Telugu in the UK
HG03714,IT009,ITU,Indian Telugu in the UK
HG03715,IT001,ITU,Indian Telugu in the UK
HG03716,IT009,ITU,Indian Telugu in the UK
HG03717,IT010,ITU,Indian Telugu in the UK
HG03718,IT010,ITU,Indian Telugu in the UK
HG03719,IT002,ITU,Indian Telugu in the UK
HG03720,IT052,ITU,Indian Telugu in the UK
HG03721,IT003,ITU,Indian Telugu in the UK
HG03722,IT002,ITU,Indian Telugu in the UK
HG03723,IT012,ITU,Indian Telugu in the UK
HG03725,IT002,ITU,Indian Telugu in the UK
HG03727,IT003,ITU,Indian Telugu in the UK
HG03729,IT013,ITU,Indian Telugu in the UK
HG03730,IT011,ITU,Indian Telugu in the UK
HG03731,IT013,ITU,Indian Telugu in the UK
HG03732,IT003,ITU,Indian Telugu in the UK
HG03733,ST041,STU,Sri Lankan Tamil in the UK
HG03736,ST043,STU,Sri Lankan Tamil in the UK
HG03738,ST044,STU,Sri Lankan Tamil in the UK
HG03740,ST038,STU,Sri Lankan Tamil in the UK
HG03741,ST038,STU,Sri Lankan Tamil in the UK
HG03742,IT015,ITU,Indian Telugu in the UK
HG03743,ST046,STU,Sri Lankan Tamil in the UK
HG03744,ST047,STU,Sri Lankan Tamil in the UK
HG03745,ST049,STU,Sri Lankan Tamil in the UK
HG03746,ST050,STU,Sri Lankan Tamil in the UK
HG03750,ST051,STU,Sri Lankan Tamil in the UK
HG03752,ST053,STU,Sri Lankan Tamil in the UK
HG03753,ST054,STU,Sri Lankan Tamil in the UK
HG03754,ST051,STU,Sri Lankan Tamil in the UK
HG03755,ST052,STU,Sri Lankan Tamil in the UK
HG03756,ST052,STU,Sri Lankan Tamil in the UK
HG03757,ST046,STU,Sri Lankan Tamil in the UK
HG03760,ST058,STU,Sri Lankan Tamil in the UK
HG03761,PK63,PJL,"Punjabi in Lahore,Pakistan"
HG03762,PK63,PJL,"Punjabi in Lahore,Pakistan"
HG03763,PK63,PJL,"Punjabi in Lahore,Pakistan"
HG03765,PK64,PJL,"Punjabi in Lahore,Pakistan"
HG03766,PK64,PJL,"Punjabi in Lahore,Pakistan"
HG03767,PK65,PJL,"Punjabi in Lahore,Pakistan"
HG03769,PK65,PJL,"Punjabi in Lahore,Pakistan"
HG03770,IT016,ITU,Indian Telugu in the UK
HG03771,IT016,ITU,Indian Telugu in the UK
HG03772,IT004,ITU,Indian Telugu in the UK
HG03773,IT004,ITU,Indian Telugu in the UK
HG03774,IT020,ITU,Indian Telugu in the UK
HG03775,IT020,ITU,Indian Telugu in the UK
HG03777,IT022,ITU,Indian Telugu in the UK
HG03778,IT21,ITU,Indian Telugu in the UK
HG03779,IT019,ITU,Indian Telugu in the UK
HG03780,IT039,ITU,Indian Telugu in the UK
HG03781,IT018,ITU,Indian Telugu in the UK
HG03782,IT029,ITU,Indian Telugu in the UK
HG03783,IT029,ITU,Indian Telugu in the UK
HG03784,IT023,ITU,Indian Telugu in the UK
HG03785,IT024,ITU,Indian Telugu in the UK
HG03786,IT023,ITU,Indian Telugu in the UK
HG03787,IT027,ITU,Indian Telugu in the UK
HG03788,IT028,ITU,Indian Telugu in the UK
HG03789,IT028,ITU,Indian Telugu in the UK
HG03790,IT025,ITU,Indian Telugu in the UK
HG03792,IT026,ITU,Indian Telugu in the UK
HG03793,BD15,BEB,Bengali in Bangladesh
HG03794,BD15,BEB,Bengali in Bangladesh
HG03795,BD15,BEB,Bengali in Bangladesh
HG03796,BD16,BEB,Bengali in Bangladesh
HG03797,BD16,BEB,Bengali in Bangladesh
HG03798,BD16,BEB,Bengali in Bangladesh
HG03799,BD17,BEB,Bengali in Bangladesh
HG03800,BD17,BEB,Bengali in Bangladesh
HG03801,BD17,BEB,Bengali in Bangladesh
HG03802,BD18,BEB,Bengali in Bangladesh
HG03803,BD18,BEB,Bengali in Bangladesh
HG03804,BD18,BEB,Bengali in Bangladesh
HG03805,BD19,BEB,Bengali in Bangladesh
HG03806,BD19,BEB,Bengali in Bangladesh
HG03807,BD19,BEB,Bengali in Bangladesh
HG03808,BD20,BEB,Bengali in Bangladesh
HG03809,BD20,BEB,Bengali in Bangladesh
HG03811,BD21,BEB,Bengali in Bangladesh
HG03812,HG03812,BEB,Bengali in Bangladesh
HG03813,BD21,BEB,Bengali in Bangladesh
HG03814,BD22,BEB,Bengali in Bangladesh
HG03815,BD22,BEB,Bengali in Bangladesh
HG03816,BD22,BEB,Bengali in Bangladesh
HG03817,BD23,BEB,Bengali in Bangladesh
HG03821,BD24,BEB,Bengali in Bangladesh
HG03822,BD24,BEB,Bengali in Bangladesh
HG03823,BD25,BEB,Bengali in Bangladesh
HG03824,BD25,BEB,Bengali in Bangladesh
HG03825,BD25,BEB,Bengali in Bangladesh
HG03826,BD26,BEB,Bengali in Bangladesh
HG03829,BD27,BEB,Bengali in Bangladesh
HG03830,BD27,BEB,Bengali in Bangladesh
HG03831,BD27,BEB,Bengali in Bangladesh
HG03832,BD28,BEB,Bengali in Bangladesh
HG03833,BD28,BEB,Bengali in Bangladesh
HG03834,BD28,BEB,Bengali in Bangladesh
HG03835,ST024,STU,Sri Lankan Tamil in the UK
HG03836,ST074,STU,Sri Lankan Tamil in the UK
HG03837,ST079,STU,Sri Lankan Tamil in the UK
HG03838,ST078,STU,Sri Lankan Tamil in the UK
HG03840,ST024,STU,Sri Lankan Tamil in the UK
HG03842,ST075,STU,Sri Lankan Tamil in the UK
HG03844,ST075,STU,Sri Lankan Tamil in the UK
HG03845,ST081,STU,Sri Lankan Tamil in the UK
HG03846,ST080,STU,Sri Lankan Tamil in the UK
HG03847,ST083,STU,Sri Lankan Tamil in the UK
HG03848,ST084,STU,Sri Lankan Tamil in the UK
HG03849,ST082,STU,Sri Lankan Tamil in the UK
HG03850,ST082,STU,Sri Lankan Tamil in the UK
HG03851,ST089,STU,Sri Lankan Tamil in the UK
HG03854,ST094,STU,Sri Lankan Tamil in the UK
HG03856,ST092,STU,Sri Lankan Tamil in the UK
HG03857,ST091,STU,Sri Lankan Tamil in the UK
HG03858,ST090,STU,Sri Lankan Tamil in the UK
HG03861,IT032,ITU,Indian Telugu in the UK
HG03862,IT035,ITU,Indian Telugu in the UK
HG03863,IT033,ITU,Indian Telugu in the UK
HG03864,IT034,ITU,Indian Telugu in the UK
HG03866,IT030,ITU,Indian Telugu in the UK
HG03867,IT038,ITU,Indian Telugu in the UK
HG03868,IT5,ITU,Indian Telugu in the UK
HG03869,IT035,ITU,Indian Telugu in the UK
HG03870,IT037,ITU,Indian Telugu in the UK
HG03871,HG03871,ITU,Indian Telugu in the UK
HG03872,IT036,ITU,Indian Telugu in the UK
HG03873,IT030,ITU,Indian Telugu in the UK
HG03874,IT006,ITU,Indian Telugu in the UK
HG03875,IT40,ITU,Indian Telugu in the UK
HG03876,IT006,ITU,Indian Telugu in the UK
HG03879,IT006,ITU,Indian Telugu in the UK
HG03882,IT039a,ITU,Indian Telugu in the UK
HG03884,ST039,STU,Sri Lankan Tamil in the UK
HG03885,ST016,STU,Sri Lankan Tamil in the UK
HG03886,ST016,STU,Sri Lankan Tamil in the UK
HG03887,ST106,STU,Sri Lankan Tamil in the UK
HG03888,ST050,STU,Sri Lankan Tamil in the UK
HG03890,ST110,STU,Sri Lankan Tamil in the UK
HG03894,ST111,STU,Sri Lankan Tamil in the UK
HG03895,ST107,STU,Sri Lankan Tamil in the UK
HG03896,ST111,STU,Sri Lankan Tamil in the UK
HG03897,ST115,STU,Sri Lankan Tamil in the UK
HG03898,ST114,STU,Sri Lankan Tamil in the UK
HG03899,ST114,STU,Sri Lankan Tamil in the UK
HG03900,ST115,STU,Sri Lankan Tamil in the UK
HG03901,BD29,BEB,Bengali in Bangladesh
HG03902,HG03902,BEB,Bengali in Bangladesh
HG03903,BD29,BEB,Bengali in Bangladesh
HG03904,BD30,BEB,Bengali in Bangladesh
HG03905,BD30,BEB,Bengali in Bangladesh
HG03906,BD30,BEB,Bengali in Bangladesh
HG03907,BD31,BEB,Bengali in Bangladesh
HG03908,BD31,BEB,Bengali in Bangladesh
HG03909,BD31,BEB,Bengali in Bangladesh
HG03910,BD32,BEB,Bengali in Bangladesh
HG03911,BD32,BEB,Bengali in Bangladesh
HG03913,BD33,BEB,Bengali in Bangladesh
HG03914,BD33,BEB,Bengali in Bangladesh
HG03915,BD33,BEB,Bengali in Bangladesh
HG03916,HG03916,BEB,Bengali in Bangladesh
HG03917,BD34,BEB,Bengali in Bangladesh
HG03919,BD35,BEB,Bengali in Bangladesh
HG03920,BD35,BEB,Bengali in Bangladesh
HG03922,BD36,BEB,Bengali in Bangladesh
HG03924,BD36,BEB,Bengali in Bangladesh
HG03925,BD37,BEB,Bengali in Bangladesh
HG03926,BD37,BEB,Bengali in Bangladesh
HG03927,BD37,BEB,Bengali in Bangladesh
HG03928,BD38,BEB,Bengali in Bangladesh
HG03929,BD38,BEB,Bengali in Bangladesh
HG03930,BD38,BEB,Bengali in Bangladesh
HG03931,BD39,BEB,Bengali in Bangladesh
HG03934,BD40,BEB,Bengali in Bangladesh
HG03937,BD41,BEB,Bengali in Bangladesh
HG03939,BD41,BEB,Bengali in Bangladesh
HG03940,BD42,BEB,Bengali in Bangladesh
HG03941,BD42,BEB,Bengali in Bangladesh
HG03942,BD42,BEB,Bengali in Bangladesh
HG03943,ST116,STU,Sri Lankan Tamil in the UK
HG03944,ST116,STU,Sri Lankan Tamil in the UK
HG03945,ST117,STU,Sri Lankan Tamil in the UK
HG03947,ST118,STU,Sri Lankan Tamil in the UK
HG03948,ST010,STU,Sri Lankan Tamil in the UK
HG03949,ST123,STU,Sri Lankan Tamil in the UK
HG03950,ST090,STU,Sri Lankan Tamil in the UK
HG03951,ST013,STU,Sri Lankan Tamil in the UK
HG03953,ST122,STU,Sri Lankan Tamil in the UK
HG03955,ST119,STU,Sri Lankan Tamil in the UK
HG03960,IT044,ITU,Indian Telugu in the UK
HG03963,IT042,ITU,Indian Telugu in the UK
HG03965,IT45,ITU,Indian Telugu in the UK
HG03967,IT51,ITU,Indian Telugu in the UK
HG03968,IT046,ITU,Indian Telugu in the UK
HG03969,IT046,ITU,Indian Telugu in the UK
HG03971,IT048,ITU,Indian Telugu in the UK
HG03972,IT049,ITU,Indian Telugu in the UK
HG03973,IT050,ITU,Indian Telugu in the UK
HG03974,IT049,ITU,Indian Telugu in the UK
HG03976,IT050,ITU,Indian Telugu in the UK
HG03977,IT047,ITU,Indian Telugu in the UK
HG03978,IT047,ITU,Indian Telugu in the UK
HG03982,ST091,STU,Sri Lankan Tamil in the UK
HG03985,ST144,STU,Sri Lankan Tamil in the UK
HG03986,ST106,STU,Sri Lankan Tamil in the UK
HG03988,ST145,STU,Sri Lankan Tamil in the UK
HG03989,ST145,STU,Sri Lankan Tamil in the UK
HG03990,ST142,STU,Sri Lankan Tamil in the UK
HG03991,ST143,STU,Sri Lankan Tamil in the UK
HG03992,ST116,STU,Sri Lankan Tamil in the UK
HG03995,ST021,STU,Sri Lankan Tamil in the UK
HG03998,ST147,STU,Sri Lankan Tamil in the UK
HG03999,ST007,STU,Sri Lankan Tamil in the UK
HG04001,IT053,ITU,Indian Telugu in the UK
HG04002,IT053,ITU,Indian Telugu in the UK
HG04003,ST152,STU,Sri Lankan Tamil in the UK
HG04006,ST078,STU,Sri Lankan Tamil in the UK
HG04014,IT059,ITU,Indian Telugu in the UK
HG04015,IT060,ITU,Indian Telugu in the UK
HG04017,IT061,ITU,Indian Telugu in the UK
HG04018,IT007,ITU,Indian Telugu in the UK
HG04019,IT056,ITU,Indian Telugu in the UK
HG04020,IT059,ITU,Indian Telugu in the UK
HG04022,IT062,ITU,Indian Telugu in the UK
HG04023,IT058,ITU,Indian Telugu in the UK
HG04024,IT056,ITU,Indian Telugu in the UK
HG04025,IT058,ITU,Indian Telugu in the UK
HG04026,IT061,ITU,Indian Telugu in the UK
HG04029,ST154,STU,Sri Lankan Tamil in the UK
HG04033,ST076,STU,Sri Lankan Tamil in the UK
HG04035,ST094,STU,Sri Lankan Tamil in the UK
HG04036,ST116,STU,Sri Lankan Tamil in the UK
HG04037,ST169,STU,Sri Lankan Tamil in the UK
HG04038,ST170,STU,Sri Lankan Tamil in the UK
HG04039,ST172,STU,Sri Lankan Tamil in the UK
HG04040,ST010,STU,Sri Lankan Tamil in the UK
HG04042,ST171,STU,Sri Lankan Tamil in the UK
HG04047,ST173,STU,Sri Lankan Tamil in the UK
HG04050,IT177,ITU,Indian Telugu in the UK
HG04053,IT178,ITU,Indian Telugu in the UK
HG04054,IT180,ITU,Indian Telugu in the UK
HG04055,IT179,ITU,Indian Telugu in the UK
HG04056,IT180,ITU,Indian Telugu in the UK
HG04058,IT184,ITU,Indian Telugu in the UK
HG04059,IT184,ITU,Indian Telugu in the UK
HG04060,IT183,ITU,Indian Telugu in the UK
HG04061,IT182,ITU,Indian Telugu in the UK
HG04062,IT182,ITU,Indian Telugu in the UK
HG04063,IT183,ITU,Indian Telugu in the UK
HG04067,ST116,STU,Sri Lankan Tamil in the UK
HG04070,IT45,ITU,Indian Telugu in the UK
HG04075,ST190,STU,Sri Lankan Tamil in the UK
HG04076,IT191,ITU,Indian Telugu in the UK
HG04080,IT194,ITU,Indian Telugu in the UK
HG04090,IT199,ITU,Indian Telugu in the UK
HG04093,IT199,ITU,Indian Telugu in the UK
HG04094,IT201,ITU,Indian Telugu in the UK
HG04096,IT202,ITU,Indian Telugu in the UK
HG04098,IT205,ITU,Indian Telugu in the UK
HG04099,ST203,STU,Sri Lankan Tamil in the UK
HG04100,ST203,STU,Sri Lankan Tamil in the UK
HG04106,ST176,STU,Sri Lankan Tamil in the UK
HG04107,ST176,STU,Sri Lankan Tamil in the UK
HG04114,ST120,STU,Sri Lankan Tamil in the UK
HG04115,ST111,STU,Sri Lankan Tamil in the UK
HG04118,IT214,ITU,Indian Telugu in the UK
HG04122,ST190,STU,Sri Lankan Tamil in the UK
HG04127,ST190,STU,Sri Lankan Tamil in the UK
HG04128,BD43,BEB,Bengali in Bangladesh
HG04131,BD44,BEB,Bengali in Bangladesh
HG04132,BD44,BEB,Bengali in Bangladesh
HG04133,BD44,BEB,Bengali in Bangladesh
HG04134,BD45,BEB,Bengali in Bangladesh
HG04135,BD45,BEB,Bengali in Bangladesh
HG04136,BD45,BEB,Bengali in Bangladesh
HG04140,BD47,BEB,Bengali in Bangladesh
HG04141,BD47,BEB,Bengali in Bangladesh
HG04142,BD47,BEB,Bengali in Bangladesh
HG04144,BD48,BEB,Bengali in Bangladesh
HG04146,BD49,BEB,Bengali in Bangladesh
HG04147,BD49,BEB,Bengali in Bangladesh
HG04148,BD49,BEB,Bengali in Bangladesh
HG04149,BD50,BEB,Bengali in Bangladesh
HG04150,BD50,BEB,Bengali in Bangladesh
HG04151,BD50,BEB,Bengali in Bangladesh
HG04152,BD51,BEB,Bengali in Bangladesh
HG04153,BD51,BEB,Bengali in Bangladesh
HG04155,BD52,BEB,Bengali in Bangladesh
HG04156,BD52,BEB,Bengali in Bangladesh
HG04157,BD52,BEB,Bengali in Bangladesh
HG04158,BD53,BEB,Bengali in Bangladesh
HG04159,BD53,BEB,Bengali in Bangladesh
HG04160,BD53,BEB,Bengali in Bangladesh
HG04161,BD54,BEB,Bengali in Bangladesh
HG04162,BD54,BEB,Bengali in Bangladesh
HG04164,BD55,BEB,Bengali in Bangladesh
HG04171,BD57,BEB,Bengali in Bangladesh
HG04173,BD58,BEB,Bengali in Bangladesh
HG04174,BD58,BEB,Bengali in Bangladesh
HG04175,BD58,BEB,Bengali in Bangladesh
HG04176,BD59,BEB,Bengali in Bangladesh
HG04177,BD59,BEB,Bengali in Bangladesh
HG04180,BD60,BEB,Bengali in Bangladesh
HG04181,BD60,BEB,Bengali in Bangladesh
HG04182,BD61,BEB,Bengali in Bangladesh
HG04183,BD61,BEB,Bengali in Bangladesh
HG04184,BD61,BEB,Bengali in Bangladesh
HG04185,BD62,BEB,Bengali in Bangladesh
HG04186,BD62,BEB,Bengali in Bangladesh
HG04187,BD62,BEB,Bengali in Bangladesh
HG04188,BD63,BEB,Bengali in Bangladesh
HG04189,BD63,BEB,Bengali in Bangladesh
HG04191,BD64,BEB,Bengali in Bangladesh
HG04192,BD64,BEB,Bengali in Bangladesh
HG04193,BD64,BEB,Bengali in Bangladesh
HG04194,BD65,BEB,Bengali in Bangladesh
HG04195,BD65,BEB,Bengali in Bangladesh
HG04197,ST154,STU,Sri Lankan Tamil in the UK
HG04198,IT220,ITU,Indian Telugu in the UK
HG04199,ST203,STU,Sri Lankan Tamil in the UK
HG04200,IT220,ITU,Indian Telugu in the UK
HG04202,IT222,ITU,Indian Telugu in the UK
HG04204,ST006,STU,Sri Lankan Tamil in the UK
HG04206,HG04206,ITU,Indian Telugu in the UK
HG04208,ST186,STU,Sri Lankan Tamil in the UK
HG04209,IT217,ITU,Indian Telugu in the UK
HG04210,ST186,STU,Sri Lankan Tamil in the UK
HG04211,IT223,ITU,Indian Telugu in the UK
HG04212,IT223,ITU,Indian Telugu in the UK
HG04214,IT226,ITU,Indian Telugu in the UK
HG04215,ST006,STU,Sri Lankan Tamil in the UK
HG04216,IT227,ITU,Indian Telugu in the UK
HG04217,IT220,ITU,Indian Telugu in the UK
HG04219,IT228,ITU,Indian Telugu in the UK
HG04222,IT225,ITU,Indian Telugu in the UK
HG04225,IT231,ITU,Indian Telugu in the UK
HG04227,ST232,STU,Sri Lankan Tamil in the UK
HG04228,ST232,STU,Sri Lankan Tamil in the UK
HG04229,ST232,STU,Sri Lankan Tamil in the UK
HG04235,IT237,ITU,Indian Telugu in the UK
HG04238,IT240,ITU,Indian Telugu in the UK
HG04239,HG04239,ITU,Indian Telugu in the UK
HG04301,HG04301,GBR,British in England and Scotland
HG04302,HG04302,GBR,British in England and Scotland
HG04303,HG04303,GBR,British in England and Scotland
NA06984,1328,CEU,Utah residents with Northern and Western European ancestry
NA06985,1341,CEU,Utah residents with Northern and Western European ancestry
NA06986,13291,CEU,Utah residents with Northern and Western European ancestry
NA06989,1328,CEU,Utah residents with Northern and Western European ancestry
NA06991,1341,CEU,Utah residents with Northern and Western European ancestry
NA06993,1341,CEU,Utah residents with Northern and Western European ancestry
NA06994,1340,CEU,Utah residents with Northern and Western European ancestry
NA06995,13291,CEU,Utah residents with Northern and Western European ancestry
NA06997,13291,CEU,Utah residents with Northern and Western European ancestry
NA07000,1340,CEU,Utah residents with Northern and Western European ancestry
NA07014,13292,CEU,Utah residents with Northern and Western European ancestry
NA07019,1340,CEU,Utah residents with Northern and Western European ancestry
NA07022,1340,CEU,Utah residents with Northern and Western European ancestry
NA07029,1340,CEU,Utah residents with Northern and Western European ancestry
NA07031,13292,CEU,Utah residents with Northern and Western European ancestry
NA07034,1341,CEU,Utah residents with Northern and Western European ancestry
NA07037,13291,CEU,Utah residents with Northern and Western European ancestry
NA07045,13291,CEU,Utah residents with Northern and Western European ancestry
NA07048,1341,CEU,Utah residents with Northern and Western European ancestry
NA07051,13292,CEU,Utah residents with Northern and Western European ancestry
NA07055,1341,CEU,Utah residents with Northern and Western European ancestry
NA07056,1340,CEU,Utah residents with Northern and Western European ancestry
NA07340,1331,CEU,Utah residents with Northern and Western European ancestry
NA07345,1345,CEU,Utah residents with Northern and Western European ancestry
NA07346,1345,CEU,Utah residents with Northern and Western European ancestry
NA07347,1345,CEU,Utah residents with Northern and Western European ancestry
NA07348,1345,CEU,Utah residents with Northern and Western European ancestry
NA07349,1345,CEU,Utah residents with Northern and Western European ancestry
NA07357,1345,CEU,Utah residents with Northern and Western European ancestry
NA07435,13291,CEU,Utah residents with Northern and Western European ancestry
NA10830,1408,CEU,Utah residents with Northern and Western European ancestry
NA10831,1408,CEU,Utah residents with Northern and Western European ancestry
NA10835,1416,CEU,Utah residents with Northern and Western European ancestry
NA10836,1418,CEU,Utah residents with Northern and Western European ancestry
NA10837,1418,CEU,Utah residents with Northern and Western European ancestry
NA10838,1420,CEU,Utah residents with Northern and Western European ancestry
NA10839,1420,CEU,Utah residents with Northern and Western European ancestry
NA10840,1421,CEU,Utah residents with Northern and Western European ancestry
NA10842,1423,CEU,Utah residents with Northern and Western European ancestry
NA10843,1423,CEU,Utah residents with Northern and Western European ancestry
NA10845,1424,CEU,Utah residents with Northern and Western European ancestry
NA10846,1334,CEU,Utah residents with Northern and Western European ancestry
NA10847,1334,CEU,Utah residents with Northern and Western European ancestry
NA10850,1344,CEU,Utah residents with Northern and Western European ancestry
NA10851,1344,CEU,Utah residents with Northern and Western European ancestry
NA10852,1346,CEU,Utah residents with Northern and Western European ancestry
NA10853,1349,CEU,Utah residents with Northern and Western European ancestry
NA10854,1349,CEU,Utah residents with Northern and Western European ancestry
NA10855,1350,CEU,Utah residents with Northern and Western European ancestry
NA10856,1350,CEU,Utah residents with Northern and Western European ancestry
NA10857,1346,CEU,Utah residents with Northern and Western European ancestry
NA10859,1347,CEU,Utah residents with Northern and Western European ancestry
NA10860,1362,CEU,Utah residents with Northern and Western European ancestry
NA10861,1362,CEU,Utah residents with Northern and Western European ancestry
NA10863,1375,CEU,Utah residents with Northern and Western European ancestry
NA10864,1377,CEU,Utah residents with Northern and Western European ancestry
NA10865,1377,CEU,Utah residents with Northern and Western European ancestry
NA11829,1350,CEU,Utah residents with Northern and Western European ancestry
NA11830,1350,CEU,Utah residents with Northern and Western European ancestry
NA11831,1350,CEU,Utah residents with Northern and Western European ancestry
NA11832,1350,CEU,Utah residents with Northern and Western European ancestry
NA11839,1349,CEU,Utah residents with Northern and Western European ancestry
NA11840,1349,CEU,Utah residents with Northern and Western European ancestry
NA11843,1349,CEU,Utah residents with Northern and Western European ancestry
NA11881,1347,CEU,Utah residents with Northern and Western European ancestry
NA11882,1347,CEU,Utah residents with Northern and Western European ancestry
NA11891,1377,CEU,Utah residents with Northern and Western European ancestry
NA11892,1377,CEU,Utah residents with Northern and Western European ancestry
NA11893,1377,CEU,Utah residents with Northern and Western European ancestry
NA11894,1377,CEU,Utah residents with Northern and Western European ancestry
NA11917,1423,CEU,Utah residents with Northern and Western European ancestry
NA11918,1423,CEU,Utah residents with Northern and Western European ancestry
NA11919,1423,CEU,Utah residents with Northern and Western European ancestry
NA11920,1423,CEU,Utah residents with Northern and Western European ancestry
NA11930,1424,CEU,Utah residents with Northern and Western European ancestry
NA11931,1424,CEU,Utah residents with Northern and Western European ancestry
NA11932,1424a,CEU,Utah residents with Northern and Western European ancestry
NA11933,1424a,CEU,Utah residents with Northern and Western European ancestry
NA11992,1362,CEU,Utah residents with Northern and Western European ancestry
NA11993,1362,CEU,Utah residents with Northern and Western European ancestry
NA11994,1362,CEU,Utah residents with Northern and Western European ancestry
NA11995,1362,CEU,Utah residents with Northern and Western European ancestry
NA12003,1420,CEU,Utah residents with Northern and Western European ancestry
NA12004,1420,CEU,Utah residents with Northern and Western European ancestry
NA12005,1420,CEU,Utah residents with Northern and Western European ancestry
NA12006,1420,CEU,Utah residents with Northern and Western European ancestry
NA12043,1346,CEU,Utah residents with Northern and Western European ancestry
NA12044,1346,CEU,Utah residents with Northern and Western European ancestry
NA12045,1346,CEU,Utah residents with Northern and Western European ancestry
NA12046,1346,CEU,Utah residents with Northern and Western European ancestry
NA12056,1344,CEU,Utah residents with Northern and Western European ancestry
NA12057,1344,CEU,Utah residents with Northern and Western European ancestry
NA12058,1344,CEU,Utah residents with Northern and Western European ancestry
NA12144,1334,CEU,Utah residents with Northern and Western European ancestry
NA12145,1334,CEU,Utah residents with Northern and Western European ancestry
NA12146,1334,CEU,Utah residents with Northern and Western European ancestry
NA12154,1408,CEU,Utah residents with Northern and Western European ancestry
NA12155,1408,CEU,Utah residents with Northern and Western European ancestry
NA12156,1408,CEU,Utah residents with Northern and Western European ancestry
NA12234,1375,CEU,Utah residents with Northern and Western European ancestry
NA12239,1334,CEU,Utah residents with Northern and Western European ancestry
NA12248,1416,CEU,Utah residents with Northern and Western European ancestry
NA12249,1416,CEU,Utah residents with Northern and Western European ancestry
NA12264,1375,CEU,Utah residents with Northern and Western European ancestry
NA12272,1418,CEU,Utah residents with Northern and Western European ancestry
NA12273,1418,CEU,Utah residents with Northern and Western European ancestry
NA12274,1418,CEU,Utah residents with Northern and Western European ancestry
NA12275,1418,CEU,Utah residents with Northern and Western European ancestry
NA12282,1421a,CEU,Utah residents with Northern and Western European ancestry
NA12283,1421a,CEU,Utah residents with Northern and Western European ancestry
NA12286,1421,CEU,Utah residents with Northern and Western European ancestry
NA12287,1421,CEU,Utah residents with Northern and Western European ancestry
NA12329,1328,CEU,Utah residents with Northern and Western European ancestry
NA12335,1330,CEU,Utah residents with Northern and Western European ancestry
NA12336,1330,CEU,Utah residents with Northern and Western European ancestry
NA12340,1330,CEU,Utah residents with Northern and Western European ancestry
NA12341,1330,CEU,Utah residents with Northern and Western European ancestry
NA12342,1330,CEU,Utah residents with Northern and Western European ancestry
NA12343,1330,CEU,Utah residents with Northern and Western European ancestry
NA12344,13281,CEU,Utah residents with Northern and Western European ancestry
NA12347,13281,CEU,Utah residents with Northern and Western European ancestry
NA12348,13281,CEU,Utah residents with Northern and Western European ancestry
NA12375,1353,CEU,Utah residents with Northern and Western European ancestry
NA12376,1353,CEU,Utah residents with Northern and Western European ancestry
NA12383,1353,CEU,Utah residents with Northern and Western European ancestry
NA12386,1354,CEU,Utah residents with Northern and Western European ancestry
NA12399,1354,CEU,Utah residents with Northern and Western European ancestry
NA12400,1354,CEU,Utah residents with Northern and Western European ancestry
NA12413,1355,CEU,Utah residents with Northern and Western European ancestry
NA12414,1355,CEU,Utah residents with Northern and Western European ancestry
NA12485,1355,CEU,Utah residents with Northern and Western European ancestry
